"Site","Day","Month","Year","SurveyDate","Transect","Classcode","Amount","Distance","Latitude","Longitude","Depth_ft","Temp10m","Visibility"
"Ocean Cove",20,9,2014,"20-Sep-14",6,"bat star",18,30,38.55512,-123.306,21,17,4
"Otter Cove",5,7,2014,"5-Jul-14",1,"bat star",50,21,36.63493,-121.92,33,11,3
"Otter Cove",5,7,2014,"5-Jul-14",2,"bat star",50,9,36.63493,-121.92,38,11,4
"Otter Cove",5,7,2014,"5-Jul-14",3,"bat star",50,6,36.63493,-121.92,37,11,5
"Otter Cove",5,7,2014,"5-Jul-14",4,"bat star",50,25,36.63493,-121.92,32.5,11,3.3
"Otter Cove",5,7,2014,"5-Jul-14",5,"bat star",50,27,36.63493,-121.92,25.5,11,3
"Otter Cove",5,7,2014,"5-Jul-14",6,"bat star",50,14,36.63493,-121.92,28.5,11,4
"Pelican Anchorage",9,10,2014,"9-Oct-14",1,"bat star",4,30,34.03565,-119.702,19.5,19,11.2
"Pelican Anchorage",9,10,2014,"9-Oct-14",2,"bat star",0,30,34.03565,-119.702,24.5,19,11
"Pelican Anchorage",9,10,2014,"9-Oct-14",3,"bat star",7,30,34.03565,-119.702,24.5,19,7.3
"Pelican Anchorage",9,10,2014,"9-Oct-14",4,"bat star",0,30,34.03565,-119.702,19.5,19,11.2
"Pelican Anchorage",9,10,2014,"9-Oct-14",5,"bat star",0,30,34.03565,-119.702,16.5,19,9.4
"Pelican Anchorage",9,10,2014,"9-Oct-14",6,"bat star",1,30,34.03565,-119.702,19,19,9.4
"Pescadero",13,9,2014,"13-Sep-14",1,"bat star",50,17,36.5623,-121.96,56.5,11,3
"Pescadero",13,9,2014,"13-Sep-14",2,"bat star",38,30,36.5623,-121.96,61.5,11,3
"Pescadero",13,9,2014,"13-Sep-14",3,"bat star",39,30,36.5623,-121.96,59,11,2
"Pescadero",13,9,2014,"13-Sep-14",4,"bat star",50,23,36.5623,-121.96,47.5,11,3.5
"Pescadero",13,9,2014,"13-Sep-14",5,"bat star",34,30,36.5623,-121.96,36,11,3
"Pescadero",13,9,2014,"13-Sep-14",6,"bat star",50,14,36.5623,-121.96,43,11,4
"Point Buchon",17,8,2014,"17-Aug-14",1,"bat star",50,20,35.23745,-120.9,53,13,8
"Point Buchon",17,8,2014,"17-Aug-14",2,"bat star",50,13,35.23745,-120.9,53,13,7
"Point Buchon",17,8,2014,"17-Aug-14",3,"bat star",17,30,35.23745,-120.9,45.5,13,7
"Point Buchon",17,8,2014,"17-Aug-14",4,"bat star",50,20,35.23745,-120.9,37.5,13,7
"Point Buchon",17,8,2014,"17-Aug-14",5,"bat star",50,14,35.23745,-120.9,40.5,13,7
"Point Buchon",17,8,2014,"17-Aug-14",6,"bat star",50,20,35.23745,-120.9,38,13,7
"Portuguese Beach",4,11,2014,"4-Nov-14",1,"bat star",7,30,39.30323,-123.803,20,13,6
"Portuguese Beach",4,11,2014,"4-Nov-14",2,"bat star",0,30,39.30323,-123.803,15,13,5
"Portuguese Beach",4,11,2014,"4-Nov-14",3,"bat star",0,30,39.30323,-123.803,16,13,5
"Portuguese Beach",4,11,2014,"4-Nov-14",4,"bat star",0,30,39.30323,-123.803,20,13,5
"Portuguese Beach",4,11,2014,"4-Nov-14",5,"bat star",0,30,39.30323,-123.803,15,13,5
"Portuguese Beach",4,11,2014,"4-Nov-14",6,"bat star",0,30,39.30323,-123.803,13.5,13,5
"Pt. Joe",4,10,2014,"4-Oct-14",1,"bat star",18,30,36.61445,-121.965,51,14,6
"Pt. Joe",4,10,2014,"4-Oct-14",2,"bat star",22,30,36.61445,-121.965,20,14,7
"Pt. Joe",4,10,2014,"4-Oct-14",3,"bat star",50,30,36.61445,-121.965,45.5,14,6
"Pt. Joe",4,10,2014,"4-Oct-14",4,"bat star",46,30,36.61445,-121.965,35.5,14,5
"Pt. Joe",4,10,2014,"4-Oct-14",5,"bat star",34,30,36.61445,-121.965,39.5,14,6.2
"Pt. Joe",4,10,2014,"4-Oct-14",6,"bat star",18,30,36.61445,-121.965,30.5,14,6.2
"Refugio State Beach",29,11,2014,"29-Nov-14",1,"bat star",0,30,34.46106,-120.067,17.5,NA,5.5
"Refugio State Beach",29,11,2014,"29-Nov-14",2,"bat star",0,30,34.46106,-120.067,21,NA,4.5
"Refugio State Beach",29,11,2014,"29-Nov-14",3,"bat star",0,30,34.46106,-120.067,16.5,NA,4.5
"Refugio State Beach",29,11,2014,"29-Nov-14",4,"bat star",0,30,34.46106,-120.067,15,NA,5.5
"Refugio State Beach",29,11,2014,"29-Nov-14",5,"bat star",0,30,34.46106,-120.067,13,NA,5.5
"Refugio State Beach",29,11,2014,"29-Nov-14",6,"bat star",0,30,34.46106,-120.067,14,NA,3
"Russian Gulch",8,7,2014,"8-Jul-14",1,"bat star",50,16,39.32798,-123.809,20.5,11,3.8
"Russian Gulch",8,7,2014,"8-Jul-14",2,"bat star",50,16,39.32798,-123.809,23,11,3.8
"Russian Gulch",8,7,2014,"8-Jul-14",3,"bat star",50,15,39.32798,-123.809,21.5,11,3
"Russian Gulch",8,7,2014,"8-Jul-14",4,"bat star",3,30,39.32798,-123.809,22.5,11,3.4
"Russian Gulch",8,7,2014,"8-Jul-14",5,"bat star",50,10,39.32798,-123.809,28.5,11,3
"Russian Gulch",8,7,2014,"8-Jul-14",6,"bat star",50,16,39.32798,-123.809,33,11,3.8
"Salt Creek",1,6,2014,"1-Jun-14",1,"bat star",0,30,33.47715,-117.727,24.5,17,4.4
"Salt Creek",1,6,2014,"1-Jun-14",2,"bat star",0,30,33.47715,-117.727,24.5,17,3
"Salt Creek",1,6,2014,"1-Jun-14",3,"bat star",3,30,33.47715,-117.727,28.5,17,2.9
"Salt Creek",1,6,2014,"1-Jun-14",4,"bat star",0,30,33.47715,-117.727,26.5,17,3.8
"Salt Creek",1,6,2014,"1-Jun-14",5,"bat star",0,30,33.47715,-117.727,26.5,17,3
"Salt Creek",1,6,2014,"1-Jun-14",6,"bat star",0,30,33.47715,-117.727,29,17,3.5
"Salt Creek",25,10,2014,"25-Oct-14",1,"bat star",0,30,33.47715,-117.727,29.5,21,7
"Salt Creek",25,10,2014,"25-Oct-14",2,"bat star",0,30,33.47715,-117.727,27.5,21,6.7
"Salt Creek",25,10,2014,"25-Oct-14",3,"bat star",0,30,33.47715,-117.727,25.5,21,6.7
"Salt Creek",25,10,2014,"25-Oct-14",4,"bat star",0,30,33.47715,-117.727,27.5,21,6.5
"Salt Creek",25,10,2014,"25-Oct-14",5,"bat star",0,30,33.47715,-117.727,26,21,3.9
"Salt Creek",25,10,2014,"25-Oct-14",6,"bat star",0,30,33.47715,-117.727,28.5,21,5.4
"Scorpion Anchorage",9,10,2014,"9-Oct-14",1,"bat star",0,30,34.04852,-119.552,22,19,9.9
"Scorpion Anchorage",9,10,2014,"9-Oct-14",2,"bat star",0,30,34.04852,-119.552,15,19,11
"Scorpion Anchorage",9,10,2014,"9-Oct-14",3,"bat star",0,30,34.04852,-119.552,18.5,19,8.5
"Scorpion Anchorage",9,10,2014,"9-Oct-14",4,"bat star",0,30,34.04852,-119.552,9.5,19,7.7
"Scorpion Anchorage",9,10,2014,"9-Oct-14",5,"bat star",0,30,34.04852,-119.552,13,19,9.9
"Scorpion Anchorage",9,10,2014,"9-Oct-14",6,"bat star",0,30,34.04852,-119.552,11.5,19,9.9
"Seal Rock North Crescent Bay",23,11,2014,"23-Nov-14",1,"bat star",0,30,33.54555,-117.804,36,17,11.2
"Seal Rock North Crescent Bay",23,11,2014,"23-Nov-14",2,"bat star",0,30,33.54555,-117.804,25.5,17,7
"Seal Rock North Crescent Bay",23,11,2014,"23-Nov-14",3,"bat star",0,30,33.54555,-117.804,30.5,17,7.5
"Seal Rock North Crescent Bay",23,11,2014,"23-Nov-14",4,"bat star",0,30,33.54555,-117.804,24,17,8.3
"Seal Rock North Crescent Bay",23,11,2014,"23-Nov-14",5,"bat star",0,30,33.54555,-117.804,17,17,8.3
"Seal Rock North Crescent Bay",23,11,2014,"23-Nov-14",6,"bat star",0,30,33.54555,-117.804,22,17,3.5
"Shaws Cove",28,9,2014,"28-Sep-14",1,"bat star",0,30,33.54396,-117.8,42.5,18,4
"Shaws Cove",28,9,2014,"28-Sep-14",2,"bat star",0,30,33.54396,-117.8,40,18,4
"Shaws Cove",28,9,2014,"28-Sep-14",3,"bat star",0,30,33.54396,-117.8,31,18,4
"Shaws Cove",28,9,2014,"28-Sep-14",4,"bat star",0,30,33.54396,-117.8,21.5,18,4
"Shaws Cove",28,9,2014,"28-Sep-14",5,"bat star",0,30,33.54396,-117.8,30.5,18,4
"Shaws Cove",28,9,2014,"28-Sep-14",6,"bat star",0,30,33.54396,-117.8,27,18,5
"South La Jolla",8,11,2014,"8-Nov-14",1,"bat star",0,30,32.81345,-117.286,32.5,18,5
"South La Jolla",8,11,2014,"8-Nov-14",2,"bat star",0,30,32.81345,-117.286,31.5,18,7.2
"South La Jolla",8,11,2014,"8-Nov-14",3,"bat star",0,30,32.81345,-117.286,32,18,7.8
"South La Jolla",8,11,2014,"8-Nov-14",4,"bat star",0,30,32.81345,-117.286,32.5,18,6.5
"South La Jolla",8,11,2014,"8-Nov-14",5,"bat star",0,30,32.81345,-117.286,32,18,8.9
"South La Jolla",8,11,2014,"8-Nov-14",6,"bat star",0,30,32.81345,-117.286,30,18,8.9
"South Monastery",16,9,2014,"16-Sep-14",1,"bat star",50,17,36.5253,-121.932,57,13,5
"South Monastery",16,9,2014,"16-Sep-14",2,"bat star",12,30,36.5253,-121.932,49,13,5
"South Monastery",16,9,2014,"16-Sep-14",3,"bat star",50,20,36.5253,-121.932,54,13,6.6
"South Monastery",16,9,2014,"16-Sep-14",4,"bat star",50,8,36.5253,-121.932,40,13,4
"South Monastery",16,9,2014,"16-Sep-14",5,"bat star",50,18,36.5253,-121.932,43,13,4
"South Monastery",16,9,2014,"16-Sep-14",6,"bat star",29,30,36.5253,-121.932,40,13,3.5
"Spooners Cove",16,8,2014,"16-Aug-14",1,"bat star",31,30,35.27713,-120.893,58.5,12,10
"Spooners Cove",16,8,2014,"16-Aug-14",2,"bat star",22,30,35.27713,-120.893,39,12,7
"Spooners Cove",16,8,2014,"16-Aug-14",3,"bat star",13,30,35.27713,-120.893,35.5,12,7
"Spooners Cove",16,8,2014,"16-Aug-14",4,"bat star",24,30,35.27713,-120.893,39.5,12,7
"Spooners Cove",16,8,2014,"16-Aug-14",5,"bat star",32,30,35.27713,-120.893,38,12,7
"Spooners Cove",16,8,2014,"16-Aug-14",6,"bat star",54,30,35.27713,-120.893,38.5,12,7
"Stillwater Cove Monterey",9,9,2014,"9-Sep-14",1,"bat star",50,22,36.5602,-121.946,45.5,12,2.6
"Stillwater Cove Monterey",9,9,2014,"9-Sep-14",2,"bat star",46,30,36.5602,-121.946,60,12,3
"Stillwater Cove Monterey",9,9,2014,"9-Sep-14",3,"bat star",50,22,36.5602,-121.946,64,12,3.7
"Stillwater Cove Monterey",9,9,2014,"9-Sep-14",4,"bat star",64,30,36.5602,-121.946,31.5,12,6
"Stillwater Cove Monterey",9,9,2014,"9-Sep-14",5,"bat star",35,30,36.5602,-121.946,35,12,3
"Stillwater Cove Monterey",9,9,2014,"9-Sep-14",6,"bat star",50,24,36.5602,-121.946,12.5,12,2.9
"Stillwater Cove Sonoma",20,9,2014,"20-Sep-14",1,"bat star",50,30,38.5403,-123.289,33.5,16,3.5
"Stillwater Cove Sonoma",20,9,2014,"20-Sep-14",2,"bat star",17,30,38.5403,-123.289,33,16,3.5
"Stillwater Cove Sonoma",20,9,2014,"20-Sep-14",3,"bat star",20,30,38.5403,-123.289,35,16,3.5
"Stillwater Cove Sonoma",20,9,2014,"20-Sep-14",4,"bat star",28,30,38.5403,-123.289,27,16,3.5
"Stillwater Cove Sonoma",20,9,2014,"20-Sep-14",5,"bat star",40,30,38.5403,-123.289,31.5,16,3.5
"Stillwater Cove Sonoma",20,9,2014,"20-Sep-14",6,"bat star",23,30,38.5403,-123.289,34,16,3
"Van Damme",20,5,2014,"20-May-14",1,"bat star",1,30,39.27192,-123.796,28.5,7,2
"Van Damme",20,5,2014,"20-May-14",2,"bat star",1,30,39.27192,-123.796,27,7,2.8
"Van Damme",20,5,2014,"20-May-14",3,"bat star",19,30,39.27192,-123.796,23,7,4
"Van Damme",20,5,2014,"20-May-14",4,"bat star",29,30,39.27192,-123.796,26.5,7,2
"Van Damme",20,5,2014,"20-May-14",5,"bat star",20,12,39.27192,-123.796,19.5,7,4
"Van Damme",20,5,2014,"20-May-14",6,"bat star",50,18,39.27192,-123.796,23.5,7,4
"White Point",13,9,2014,"13-Sep-14",1,"bat star",1,30,33.71351,-118.318,29.5,20,3.6
"White Point",13,9,2014,"13-Sep-14",2,"bat star",1,30,33.71351,-118.318,28.5,20,5
"White Point",13,9,2014,"13-Sep-14",3,"bat star",0,30,33.71351,-118.318,27,20,4
"White Point",13,9,2014,"13-Sep-14",4,"bat star",0,30,33.71351,-118.318,30,20,4
"White Point",13,9,2014,"13-Sep-14",5,"bat star",2,30,33.71351,-118.318,26,20,4
"White Point",13,9,2014,"13-Sep-14",6,"bat star",3,30,33.71351,-118.318,27.5,20,4.5
"Windansea",8,11,2014,"8-Nov-14",1,"bat star",0,30,32.8366,-117.288,37.5,19,8
"Windansea",8,11,2014,"8-Nov-14",2,"bat star",0,30,32.8366,-117.288,38,19,8.3
"Windansea",8,11,2014,"8-Nov-14",3,"bat star",0,30,32.8366,-117.288,36,19,8.4
"Windansea",8,11,2014,"8-Nov-14",4,"bat star",0,30,32.8366,-117.288,34,19,7.1
"Windansea",8,11,2014,"8-Nov-14",5,"bat star",0,30,32.8366,-117.288,36,19,9.2
"Windansea",8,11,2014,"8-Nov-14",6,"bat star",0,30,32.8366,-117.288,33,19,9
"120 Reef",21,8,2015,"21-Aug-15",1,"bat star",0,30,33.73792,-118.392,27,20,6
"120 Reef",21,8,2015,"21-Aug-15",2,"bat star",0,30,33.73792,-118.392,30.5,20,5.4
"120 Reef",21,8,2015,"21-Aug-15",3,"bat star",0,30,33.73792,-118.392,27.5,20,5.4
"120 Reef",21,8,2015,"21-Aug-15",4,"bat star",0,30,33.73792,-118.392,19.5,20,7
"120 Reef",21,8,2015,"21-Aug-15",5,"bat star",0,30,33.73792,-118.392,18,20,5
"120 Reef",21,8,2015,"21-Aug-15",6,"bat star",0,30,33.73792,-118.392,15.5,20,6.2
"Abalone Cove",21,8,2015,"21-Aug-15",1,"bat star",0,30,33.73615,-118.376,39,21,4
"Abalone Cove",21,8,2015,"21-Aug-15",2,"bat star",1,30,33.73615,-118.376,35.5,21,4.2
"Abalone Cove",21,8,2015,"21-Aug-15",3,"bat star",0,30,33.73615,-118.376,33.5,21,5.4
"Abalone Cove",21,8,2015,"21-Aug-15",4,"bat star",0,30,33.73615,-118.376,35,21,5
"Abalone Cove",21,8,2015,"21-Aug-15",5,"bat star",0,30,33.73615,-118.376,29.5,21,5
"Abalone Cove",21,8,2015,"21-Aug-15",6,"bat star",NA,NA,33.73615,-118.376,NA,21,NA
"Andrew Molera",23,6,2015,"23-Jun-15",1,"bat star",50,29,36.27845,-121.881,50.5,9,15
"Andrew Molera",23,6,2015,"23-Jun-15",2,"bat star",51,12,36.27845,-121.881,51.5,9,11.5
"Andrew Molera",23,6,2015,"23-Jun-15",3,"bat star",50,30,36.27845,-121.881,32.5,9,15
"Andrew Molera",23,6,2015,"23-Jun-15",4,"bat star",40,30,36.27845,-121.881,36,9,15
"Andrew Molera",23,6,2015,"23-Jun-15",5,"bat star",38,30,36.27845,-121.881,41.5,9,15
"Andrew Molera",23,6,2015,"23-Jun-15",6,"bat star",35,30,36.27845,-121.881,35,9,15
"Aquarium",3,7,2015,"3-Jul-15",1,"bat star",50,21,36.61923,-121.899,50.5,10,4
"Aquarium",3,7,2015,"3-Jul-15",2,"bat star",25,30,36.61923,-121.899,44,10,4
"Aquarium",3,7,2015,"3-Jul-15",3,"bat star",24,30,36.61923,-121.899,35.5,10,4
"Aquarium",3,7,2015,"3-Jul-15",4,"bat star",22,30,36.61923,-121.899,19.5,10,4
"Aquarium",3,7,2015,"3-Jul-15",5,"bat star",19,30,36.61923,-121.899,40,10,4.2
"Aquarium",3,7,2015,"3-Jul-15",6,"bat star",40,30,36.61923,-121.899,36.5,10,7
"Big Creek",16,8,2015,"16-Aug-15",1,"bat star",22,30,36.06918,-121.601,49.5,NA,5
"Big Creek",16,8,2015,"16-Aug-15",2,"bat star",30,30,36.06918,-121.601,52.5,NA,6
"Big Creek",16,8,2015,"16-Aug-15",3,"bat star",38,30,36.06918,-121.601,52.5,NA,6
"Big Creek",16,8,2015,"16-Aug-15",4,"bat star",19,30,36.06918,-121.601,30.5,NA,6
"Big Creek",16,8,2015,"16-Aug-15",5,"bat star",50,19,36.06918,-121.601,32,NA,6
"Big Creek",16,8,2015,"16-Aug-15",6,"bat star",25,30,36.06918,-121.601,33.5,NA,6
"Breakwater",8,8,2015,"8-Aug-15",1,"bat star",50,17,36.61045,-121.894,29,15,4
"Breakwater",8,8,2015,"8-Aug-15",2,"bat star",30,30,36.61045,-121.894,26.5,15,4
"Breakwater",8,8,2015,"8-Aug-15",3,"bat star",50,26,36.61045,-121.894,25.5,15,6
"Breakwater",8,8,2015,"8-Aug-15",4,"bat star",43,30,36.61045,-121.894,16.5,15,6
"Breakwater",8,8,2015,"8-Aug-15",5,"bat star",10,30,36.61045,-121.894,15,15,6
"Breakwater",8,8,2015,"8-Aug-15",6,"bat star",50,16,36.61045,-121.894,26,15,6
"Breakwater",20,5,2015,"20-May-15",1,"bat star",50,29,36.61045,-121.894,29,10,3
"Breakwater",20,5,2015,"20-May-15",2,"bat star",50,12,36.61045,-121.894,23.5,10,3.5
"Breakwater",20,5,2015,"20-May-15",3,"bat star",50,24,36.61045,-121.894,26,10,2.5
"Breakwater",20,5,2015,"20-May-15",4,"bat star",20,30,36.61045,-121.894,18.5,10,2.5
"Breakwater",20,5,2015,"20-May-15",5,"bat star",50,25,36.61045,-121.894,16.5,10,2.5
"Breakwater",20,5,2015,"20-May-15",6,"bat star",50,7,36.61045,-121.894,26.5,10,2.5
"Broomtail Reef",10,10,2015,"10-Oct-15",1,"bat star",0,30,32.69423,-117.268,41.5,19,2.9
"Broomtail Reef",10,10,2015,"10-Oct-15",2,"bat star",0,30,32.69423,-117.268,39,19,3.9
"Broomtail Reef",10,10,2015,"10-Oct-15",3,"bat star",0,30,32.69423,-117.268,40.5,19,6
"Broomtail Reef",10,10,2015,"10-Oct-15",4,"bat star",0,30,32.69423,-117.268,34,19,6
"Broomtail Reef",10,10,2015,"10-Oct-15",5,"bat star",0,30,32.69423,-117.268,33,19,3.9
"Broomtail Reef",10,10,2015,"10-Oct-15",6,"bat star",0,30,32.69423,-117.268,36,19,4.5
"Carmel River",12,9,2015,"12-Sep-15",1,"bat star",46,30,36.53908,-121.935,50,13,7.5
"Carmel River",12,9,2015,"12-Sep-15",2,"bat star",50,18,36.53908,-121.935,33,13,10
"Carmel River",12,9,2015,"12-Sep-15",3,"bat star",36,30,36.53908,-121.935,58.5,13,10
"Carmel River",12,9,2015,"12-Sep-15",4,"bat star",43,30,36.53908,-121.935,50,13,8
"Carmel River",12,9,2015,"12-Sep-15",5,"bat star",50,17,36.53908,-121.935,43.5,13,8
"Carmel River",12,9,2015,"12-Sep-15",6,"bat star",31,30,36.53908,-121.935,44.5,13,6
"Casino Point",2,5,2015,"2-May-15",1,"bat star",0,30,33.34917,-118.325,41,16.7,11.5
"Casino Point",2,5,2015,"2-May-15",2,"bat star",0,30,33.34917,-118.325,50,16.7,12
"Casino Point",2,5,2015,"2-May-15",3,"bat star",0,30,33.34917,-118.325,52,16.7,11
"Casino Point",2,5,2015,"2-May-15",4,"bat star",0,30,33.34917,-118.325,41,16.7,11.5
"Casino Point",2,5,2015,"2-May-15",5,"bat star",0,30,33.34917,-118.325,24.5,16.7,13.2
"Casino Point",2,5,2015,"2-May-15",6,"bat star",0,30,33.34917,-118.325,23.5,16.7,13.2
"Casino Point",3,10,2015,"3-Oct-15",1,"bat star",0,30,33.34917,-118.325,41,21,14.5
"Casino Point",3,10,2015,"3-Oct-15",2,"bat star",0,30,33.34917,-118.325,45,21,14.5
"Casino Point",3,10,2015,"3-Oct-15",3,"bat star",0,30,33.34917,-118.325,43,21,10.3
"Casino Point",3,10,2015,"3-Oct-15",4,"bat star",0,30,33.34917,-118.325,26,21,19
"Casino Point",3,10,2015,"3-Oct-15",5,"bat star",0,30,33.34917,-118.325,29.5,21,14.5
"Casino Point",3,10,2015,"3-Oct-15",6,"bat star",0,30,33.34917,-118.325,25.5,21,14
"Casino Point",15,2,2015,"15-Feb-15",1,"bat star",0,30,33.34917,-118.325,46,16,4
"Casino Point",15,2,2015,"15-Feb-15",2,"bat star",0,30,33.34917,-118.325,46,16,10
"Casino Point",15,2,2015,"15-Feb-15",3,"bat star",0,30,33.34917,-118.325,49,16,8.6
"Casino Point",15,2,2015,"15-Feb-15",4,"bat star",0,30,33.34917,-118.325,31.5,16,4
"Casino Point",15,2,2015,"15-Feb-15",5,"bat star",0,30,33.34917,-118.325,32,16,9
"Casino Point",15,2,2015,"15-Feb-15",6,"bat star",0,30,33.34917,-118.325,32,16,6
"Caspar",25,7,2015,"25-Jul-15",1,"bat star",30,30,39.36173,-123.822,15,9,5
"Caspar",25,7,2015,"25-Jul-15",2,"bat star",38,30,39.36173,-123.822,15.5,9,5
"Caspar",25,7,2015,"25-Jul-15",3,"bat star",28,30,39.36173,-123.822,16,9,5
"Caspar",25,7,2015,"25-Jul-15",4,"bat star",25,30,39.36173,-123.822,18,9,5
"Caspar",25,7,2015,"25-Jul-15",5,"bat star",34,30,39.36173,-123.822,17.5,9,5
"Caspar",25,7,2015,"25-Jul-15",6,"bat star",50,19,39.36173,-123.822,19,9,5
"Caspar North",28,8,2015,"28-Aug-15",1,"bat star",44,30,39.36443,-123.821,20,10,6.4
"Caspar North",28,8,2015,"28-Aug-15",2,"bat star",44,30,39.36443,-123.821,36.5,10,5.5
"Caspar North",28,8,2015,"28-Aug-15",3,"bat star",10,30,39.36443,-123.821,30.5,10,5.5
"Caspar North",28,8,2015,"28-Aug-15",4,"bat star",20,30,39.36443,-123.821,34.5,10,5.5
"Caspar North",28,8,2015,"28-Aug-15",5,"bat star",43,30,39.36443,-123.821,30.5,10,7
"Caspar North",28,8,2015,"28-Aug-15",6,"bat star",20,30,39.36443,-123.821,35.5,10,7
"Cathedral Cove",2,9,2015,"2-Sep-15",1,"bat star",0,30,34.0165,-119.368,18.5,21,11.2
"Cathedral Cove",2,9,2015,"2-Sep-15",2,"bat star",0,30,34.0165,-119.368,17.5,21,15
"Cathedral Cove",2,9,2015,"2-Sep-15",3,"bat star",0,30,34.0165,-119.368,24,21,15
"Cathedral Cove",2,9,2015,"2-Sep-15",4,"bat star",0,30,34.0165,-119.368,9,21,10.4
"Cathedral Cove",2,9,2015,"2-Sep-15",5,"bat star",0,30,34.0165,-119.368,13,21,10
"Cathedral Cove",2,9,2015,"2-Sep-15",6,"bat star",2,30,34.0165,-119.368,15.5,21,10
"Cathedral Wall",2,9,2015,"2-Sep-15",1,"bat star",0,30,34.01575,-119.371,33.5,21,8.4
"Cathedral Wall",2,9,2015,"2-Sep-15",2,"bat star",0,30,34.01575,-119.371,23.5,21,10
"Cathedral Wall",2,9,2015,"2-Sep-15",3,"bat star",0,30,34.01575,-119.371,25,21,10.2
"Cathedral Wall",2,9,2015,"2-Sep-15",4,"bat star",0,30,34.01575,-119.371,24,21,7.9
"Cathedral Wall",2,9,2015,"2-Sep-15",5,"bat star",0,30,34.01575,-119.371,15,21,10
"Cathedral Wall",2,9,2015,"2-Sep-15",6,"bat star",0,30,34.01575,-119.371,16,21,9
"Christmas Tree Cove",21,8,2015,"21-Aug-15",1,"bat star",2,30,33.7604,-118.421,48.5,17,4.7
"Christmas Tree Cove",21,8,2015,"21-Aug-15",2,"bat star",8,30,33.7604,-118.421,44,17,4.6
"Christmas Tree Cove",21,8,2015,"21-Aug-15",3,"bat star",0,30,33.7604,-118.421,53.5,17,6.6
"Christmas Tree Cove",21,8,2015,"21-Aug-15",4,"bat star",0,30,33.7604,-118.421,33.5,17,7
"Christmas Tree Cove",21,8,2015,"21-Aug-15",5,"bat star",0,30,33.7604,-118.421,32.5,17,5
"Christmas Tree Cove",21,8,2015,"21-Aug-15",6,"bat star",0,30,33.7604,-118.421,34,17,5
"Coral St Lucus Pt",13,6,2015,"13-Jun-15",1,"bat star",13,30,36.63777,-121.923,24.5,10.5,5
"Coral St Lucus Pt",13,6,2015,"13-Jun-15",2,"bat star",12,30,36.63777,-121.923,30.5,10.5,4.7
"Coral St Lucus Pt",13,6,2015,"13-Jun-15",3,"bat star",31,30,36.63777,-121.923,32.5,10.5,4.7
"Coral St Lucus Pt",13,6,2015,"13-Jun-15",4,"bat star",15,30,36.63777,-121.923,19.5,10.5,4
"Coral St Lucus Pt",13,6,2015,"13-Jun-15",5,"bat star",19,30,36.63777,-121.923,28,10.5,5.2
"Coral St Lucus Pt",13,6,2015,"13-Jun-15",6,"bat star",20,30,36.63777,-121.923,29.5,10.5,4.5
"Coral St Lucus Pt",26,9,2015,"26-Sep-15",1,"bat star",6,30,36.63777,-121.923,30.5,13,9
"Coral St Lucus Pt",26,9,2015,"26-Sep-15",2,"bat star",10,30,36.63777,-121.923,30.5,13,7.7
"Coral St Lucus Pt",26,9,2015,"26-Sep-15",3,"bat star",23,30,36.63777,-121.923,28,13,7.8
"Coral St Lucus Pt",26,9,2015,"26-Sep-15",4,"bat star",26,30,36.63777,-121.923,21,13,6
"Coral St Lucus Pt",26,9,2015,"26-Sep-15",5,"bat star",27,30,36.63777,-121.923,24.5,13,5.9
"Coral St Lucus Pt",26,9,2015,"26-Sep-15",6,"bat star",19,30,36.63777,-121.923,25,13,7.5
"Crystal Cove",30,5,2015,"30-May-15",1,"bat star",0,30,33.57135,-117.841,32.5,17,6.4
"Crystal Cove",30,5,2015,"30-May-15",2,"bat star",0,30,33.57135,-117.841,32,17,5
"Crystal Cove",30,5,2015,"30-May-15",3,"bat star",0,30,33.57135,-117.841,31,17,5
"Crystal Cove",30,5,2015,"30-May-15",4,"bat star",0,30,33.57135,-117.841,27.5,17,6.4
"Crystal Cove",30,5,2015,"30-May-15",5,"bat star",0,30,33.57135,-117.841,23,17,6.4
"Crystal Cove",30,5,2015,"30-May-15",6,"bat star",0,30,33.57135,-117.841,31,17,6.4
"Cueva Valdez",3,9,2015,"3-Sep-15",1,"bat star",15,30,34.055,-119.81,62,22,8
"Cueva Valdez",3,9,2015,"3-Sep-15",2,"bat star",9,30,34.055,-119.81,44,22,10.6
"Cueva Valdez",3,9,2015,"3-Sep-15",3,"bat star",0,30,34.055,-119.81,34.5,22,8.5
"Cueva Valdez",3,9,2015,"3-Sep-15",4,"bat star",1,30,34.055,-119.81,30.5,22,9
"Cueva Valdez",3,9,2015,"3-Sep-15",5,"bat star",0,30,34.055,-119.81,26,22,12
"Cueva Valdez",3,9,2015,"3-Sep-15",6,"bat star",0,30,34.055,-119.81,25,22,12
"Daddy Bob",24,6,2015,"24-Jun-15",1,"bat star",23,30,35.53773,-121.097,41,10,6.3
"Daddy Bob",24,6,2015,"24-Jun-15",2,"bat star",50,14,35.53773,-121.097,29,10,8.5
"Daddy Bob",24,6,2015,"24-Jun-15",3,"bat star",13,30,35.53773,-121.097,31,10,8.5
"Daddy Bob",24,6,2015,"24-Jun-15",4,"bat star",26,30,35.53773,-121.097,30.5,10,8.5
"Daddy Bob",24,6,2015,"24-Jun-15",5,"bat star",35,30,35.53773,-121.097,30.5,10,8.5
